IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201110334;10334;5;1;PEUGEOT 306;1;2001;1;0;1;0;;80;250;0;150;1;1;3;;2009;;;;;;;;;;;PEUGEOT 306;1;150;;;;;0;;;;;;;;;;;;
201110335;10335;4;1;SAXO;1;1996;0;0;1;0;;;;0;0;2;;3;;1996;;;;;;;;;;;CITROEN SAXO;1;;;;;;0;;;;;;;;;;;;
201110337;10337;5;3;CLIO;2;1996;0;0;1;0;;;;70;0;1;4;3;;2009;;;;;;;;;;;RENAULT CLIO;1;;70;;;;0;;;;;;;;;;;;
201110337;10337;5;3;RENAULT CENIC;2;2009;1;1;1;0;0;20;450;0;0;1;1;2;1;;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201110337;10337;5;3;RENAULT MEGANE;2;2001;1;0;1;0;;80;70;70;0;1;2;3;;2007;;;;;;;;;;;RENAULT MEGANE;3;;70;;;;0;;;;;;;;;;;;
201110340;10340;5;1;PEUGEOT 207;1;2006;0;0;1;0;;;;0;174;1;1;3;;2007;;;;;;;;;;;PEUGEOT 207;1;174;;;;;0;;;;;;;;;;;;
201110343;10343;1;1;FORD ESCORT;2;1994;1;0;1;0;;0;230;0;0;1;1;3;;2007;;;;;;;;;;;FORD ESCORT;1;;;;;;0;;;;;;;;;;;;
201110344;10344;1;2;PEUGEOT 205;1;1992;0;0;1;0;;;;0;0;1;1;3;;1992;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201110344;10344;1;2;PEUGEOT 405;2;1989;0;0;1;0;;;;0;0;1;2;3;;1994;;;;;;;;;;;PEUGEOT 405;2;;;;;;0;;;;;;;;;;;;
201110347;10347;6;3;CLIO;1;1993;0;0;1;0;;;;100;0;1;3;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;100;;;;0;;;;;;;;;;;;
201110347;10347;6;3;DS3;2;2011;1;0;1;0;;50;410;0;0;1;1;3;;2011;2;2;2;1;8000;10268;1140;3;0;18268;CITROEN DS3;2;;;1140;18268;0;0;1;1;18268;1140;;1;;18268;0;;;1140
201110347;10347;6;3;XSARA CITROEN;2;2003;0;0;1;0;;;;600;0;1;2;3;;2003;;;;;;;;;;;CITROEN XSARA;3;;600;;;;0;;;;;;;;;;;;
201110349;10349;4;2;307;2;2008;0;0;1;0;;;;0;400;1;1;3;;2009;;;;;;;;;;;PEUGEOT 307;1;400;;;;;0;;;;;;;;;;;;
201110349;10349;4;2;CLIO;2;1999;1;0;0;0;;100;200;0;100;1;2;3;;2001;;;;;;;;;;;RENAULT CLIO;2;100;;;;;0;;;;;;;;;;;;
201110351;10351;2;1;HYUNDAI GETZ;2;2005;1;0;1;0;;50;90;0;0;1;2;4;;;;;;;;;;;;;HYUNDAI GETZ;1;;;;;;0;;;;;;;;;;;;
201110353;10353;5;2;CORSA;2;2009;1;0;1;0;;40;250;0;0;1;2;3;;2009;;;;;;;;;;;OPEL CORSA;1;;;;;;0;;;;;;;;;;;;
201110353;10353;5;2;IBIZA;2;2010;1;0;1;0;;40;350;0;0;1;1;3;;2010;3;;;;;;;;;;SEAT IBIZA;2;;;;;;0;1;;0;;;;;;;;;
201110355;10355;4;1;CITROEN PICASSO;2;2001;0;0;1;0;;;;0;830;1;1;4;;;;;;;;;;;;;CITROEN PICASSO;1;830;;;;;0;;;;;;;;;;;;
201110356;10356;1;1;405 PEUGEOT;2;1995;1;0;1;0;;50;99999;999999;200;1;1;3;;2007;;;;;;;;;;;PEUGEOT 405;1;200;600;;;;0;;;;;;;;;;;;
201110359;10359;4;2;PEUGEOT PARTNER;2;2001;0;1;0;0;100;;;400;0;1;2;3;;2003;;;;;;;;;;;PEUGEOT PARTNER;1;;400;;;;0;;;;;;;;;;;;
201110359;10359;4;2;SCENIC RENAULT;2;2009;0;0;1;0;;;;0;148;1;1;3;;2009;;;;;;;;;;;RENAULT SCENIC;2;148;;;;;0;;;;;;;;;;;;
201110360;10360;6;2;MAZDA PICK UP;2;2003;1;0;1;0;;80;200;0;0;1;1;3;;2004;;;;;;;;;;;MAZDA - UTILITAIRE;1;;;;;;0;;;;;;;;;;;;
201110360;10360;6;2;MERCEDEZ 180 CLASSE;2;2007;1;0;1;0;;80;100;0;0;1;2;3;;2009;;;;;;;;;;;MERCEDES - GROUPE;2;;;;;;0;;;;;;;;;;;;
201110363;10363;4;1;LAGUNA RENAULT;1;2006;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201110364;10364;2;1;AX;1;1990;0;0;1;0;;;;273;0;1;1;3;;2003;;;;;;;;;;;CITROEN AX;1;;273;;;;0;;;;;;;;;;;;
201110367;10367;2;2;CITROEN XARA;2;1999;1;0;0;0;;100;100;0;150;1;2;4;;;;;;;;;;;;;CITROEN XSARA;1;150;;;;;0;;;;;;;;;;;;
201110367;10367;2;2;FORD FOCUS;2;2009;1;0;1;0;;60;80;0;0;1;1;3;;2010;4;2;2;1;8000;2500;1744;1;2300;12800;FORD FOCUS;2;;;1744;12800;2300;0;1;1;12800;1744;;1;;12800;2300;;;1744
201110368;10368;2;1;308 PEUGEOT;2;2009;0;0;1;0;;;;0;0;3;;3;;2009;;;;;;;;;;;PEUGEOT 308;1;;;;;;0;;;;;;;;;;;;
201110371;10371;3;3;FIAT PUNTO;2;2003;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;FIAT PUNTO;1;;;;;;0;;;;;;;;;;;;
201110371;10371;3;3;PUNTO GRAND DFIAT;2;2005;1;0;1;0;;90;99999;250;0;1;2;3;;2005;;;;;;;;;;;FIAT PUNTO;2;;250;;;;0;;;;;;;;;;;;
201110371;10371;3;3;RENAULT CLIO;2;2003;0;1;1;0;80;;;0;0;1;3;3;;2006;;;;;;;;;;;RENAULT CLIO;3;;;;;;0;;;;;;;;;;;;
201110372;10372;5;4;FORD FIESTA;1;1997;0;0;1;0;;;;298;0;1;1;3;;2004;;;;;;;;;;;FORD FIESTA;1;;298;;;;0;;;;;;;;;;;;
201110372;10372;5;4;PEUGEOT 1007;2;2011;0;0;1;0;;;;0;0;1;1;3;;2011;5;3;2;3;;;;3;;4500;PEUGEOT 1007;2;;;;4500;;0;1;;4500;;;1;;4500;0;;;0
201110372;10372;5;4;TOURAN;2;2004;1;1;0;0;100;0;700;0;991;1;2;3;;2006;;;;;;;;;;;VOLKSWAGEN TOURAN;3;991;;;;;0;;;;;;;;;;;;
201110372;10372;5;4;V VOLSWAGEN COCCINEL;1;1972;0;0;0;1;;;;0;80;1;2;3;;2009;;;;;;;;;;;VOLKSWAGEN - GROUPE;4;80;;;;;0;;;;;;;;;;;;
201110373;10373;6;1;PEUGEOT 205;2;1996;1;0;1;0;;80;200;0;0;1;1;3;;1999;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201110374;10374;6;1;FORD FOCUS;2;2005;1;0;1;0;;80;250;0;0;1;1;3;;2011;8;3;2;3;0;1800;;2;3300;4800;FORD FOCUS;1;;;;4800;3300;0;1;;4800;;;1;;4800;3300;;;0
201110375;10375;3;2;AX CITROEN;2;1994;1;0;0;0;;70;350;0;150;1;1;4;;;;;;;;;;;;;CITROEN AX;1;150;;;;;0;;;;;;;;;;;;
201110375;10375;3;2;TRANSPORTER WV;1;2001;0;0;1;0;;;;0;0;1;1;3;;2001;;;;;;;;;;;VOLKSWAGEN TRANSPORTER;2;;;;;;0;;;;;;;;;;;;
201110377;10377;2;1;CLIO;2;2007;0;0;1;0;;;;0;580;1;1;3;;2007;;;;;;;;;;;RENAULT CLIO;1;580;;;;;0;;;;;;;;;;;;
201110379;10379;3;2;BMW 320;2;2000;0;0;1;0;;;;500;0;1;1;3;;2004;;;;;;;;;;;BMW SERIE 3;1;;500;;;;0;;;;;;;;;;;;
201110379;10379;3;2;PEUGEOT 205 XRD;2;1990;0;0;1;0;;;;270;0;1;2;3;;1992;;;;;;;;;;;PEUGEOT 205;2;;270;;;;0;;;;;;;;;;;;
201110380;10380;4;1;MINI COOPER;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;MINI COOPER;1;;;;;;0;;;;;;;;;;;;
201110381;10381;3;2;COUPE 220 MERCEDES;2;2009;1;0;1;0;;100;125;0;0;1;1;3;;2009;;;;;;;;;;;MERCEDES 200;1;;;;;;0;;;;;;;;;;;;
201110381;10381;3;2;PEUGEOT 107;1;2010;1;0;1;0;;0;280;0;0;1;1;3;;2010;11;2;1;2;3000;4000;3000;1;1000;8000;PEUGEOT 107;2;;;3000;8000;1000;0;1;1;8000;3000;1;;8000;;;1000;3000;
201110386;10386;4;1;SKODA FELICIA;1;2000;1;1;1;0;0;30;100;0;0;1;1;3;;2000;;;;;;;;;;;SKODA - GROUPE;1;;;;;;0;;;;;;;;;;;;
201110389;10389;2;2;CITROEN AX;1;1988;1;0;1;0;;0;0;0;0;1;2;3;;1989;;;;;;;;;;;CITROEN AX;1;;;;;;0;;;;;;;;;;;;
201110389;10389;2;2;CITROEN PICASSO;2;2002;1;0;1;0;;10;80;0;0;1;1;3;;2004;;;;;;;;;;;CITROEN PICASSO;2;;;;;;0;;;;;;;;;;;;
201110390;10390;2;1;RENAULT LAGUNA;2;2001;0;0;1;0;;;;0;193;1;1;3;;2004;;;;;;;;;;;RENAULT LAGUNA;1;193;;;;;0;;;;;;;;;;;;
201110395;10395;6;1;RENAULT SUPER 5;1;1986;0;0;1;0;;;;0;0;1;1;3;;1986;;;;;;;;;;;RENAULT SUPER 5;1;;;;;;0;;;;;;;;;;;;
201110396;10396;6;1;RENAULT SCENIC;2;1986;0;0;1;0;;;;300;0;1;1;3;;2008;;;;;;;;;;;RENAULT SCENIC;1;;300;;;;0;;;;;;;;;;;;
201110398;10398;2;2;CITROEN ZX;1;1991;0;0;1;0;;;;0;200;1;1;3;;1994;;;;;;;;;;;CITROEN ZX;1;200;;;;;0;;;;;;;;;;;;
201110398;10398;2;2;SANTANA 4X4;1;1987;0;1;0;0;100;;;0;300;1;1;3;;2007;;;;;;;;;;;SUZUKI 4X4;2;300;;;;;0;;;;;;;;;;;;
201110401;10401;4;3;MERCEDES;2;2009;1;1;0;0;80;20;1250;0;0;1;1;3;;2009;;;;;;;;;;;MERCEDES - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110401;10401;4;3;OPEL CORSA;2;1992;0;1;1;0;60;;;150;80;1;6;3;;2008;;;;;;;;;;;OPEL CORSA;2;80;150;;;;0;;;;;;;;;;;;
201110401;10401;4;3;SAXO;1;2001;0;1;1;0;50;;;0;0;1;4;3;;2010;12;3;2;3;;;;5;;1800;CITROEN SAXO;3;;;;1800;;0;1;;1800;;;1;;1800;0;;;0
201110402;10402;3;1;RENAULT SCENIC;1;2001;0;0;1;0;;;;0;390;1;1;3;;2001;;;;;;;;;;;RENAULT SCENIC;1;390;;;;;0;;;;;;;;;;;;
201110404;10404;3;2;CLIO;1;1998;1;0;1;0;;100;40;400;0;3;;2;2;;;;;;;;;;;;RENAULT CLIO;1;;400;;;;0;;;;;;;;;;;;
201110404;10404;3;2;TWINGO;1;1996;1;0;1;0;;0;20;0;193;3;;3;;2010;3;;;;;;;;;;RENAULT TWINGO;2;193;;;;;0;1;;0;;;;;;;;;
201110405;10405;1;3;OPEL;2;2000;1;0;0;0;;80;40;0;600;1;1;3;;2008;;;;;;;;;;;OPEL - NON SPECIFIE;1;600;;;;;0;;;;;;;;;;;;
201110405;10405;1;3;PEUGEOT;2;2007;1;0;0;0;;30;200;0;0;1;2;3;;2007;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110405;10405;1;3;RENAULT;2;2000;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;RENAULT - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201110407;10407;2;1;PEUGEOT 206;1;2000;1;0;1;0;;10;500;0;230;3;;3;;2000;;;;;;;;;;;PEUGEOT 205;1;230;;;;;0;;;;;;;;;;;;
201110408;10408;4;1;307 PEUGEOT;2;2004;0;0;1;0;;;;0;500;1;2;3;;2004;;;;;;;;;;;PEUGEOT 307;1;500;;;;;0;;;;;;;;;;;;
201110409;10409;2;1;PEUGEOT 206;2;2002;0;0;1;0;;;;0;64;3;;3;;2002;;;;;;;;;;;PEUGEOT 205;1;64;;;;;0;;;;;;;;;;;;
201110413;10413;1;1;CITROEN AX;1;1996;0;0;1;0;;;;800;0;1;1;4;;;;;;;;;;;;;CITROEN AX;1;;800;;;;0;;;;;;;;;;;;
201110415;10415;4;2;KANGOO;2;2001;1;0;0;0;;100;300;0;0;1;2;3;;2006;;;;;;;;;;;RENAULT KANGOO;1;;;;;;0;;;;;;;;;;;;
201110415;10415;4;2;WOLSKWAGEN TIGUAN;2;2011;0;0;1;0;;;;0;0;1;1;3;;2011;3;2;1;1;20000;3600;960;1;4000;27600;VOLKSWAGEN TIGUAN;2;;;960;27600;4000;0;1;1;27600;960;1;;27600;;;4000;960;
201110416;10416;1;2;C4 PISCASO;2;2008;1;0;1;0;;80;60;0;251;1;1;3;;2008;;;;;;;;;;;CITROEN C4;1;251;;;;;0;;;;;;;;;;;;
201110416;10416;1;2;CITROEN;1;2003;1;0;1;0;;80;60;0;0;1;2;4;;;;;;;;;;;;;CITROEN - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110419;10419;1;2;PEUGEOT 107;1;2008;1;1;1;0;999;5;200;0;200;1;4;3;;2008;;;;;;;;;;;PEUGEOT 107;1;200;;;;;0;;;;;;;;;;;;
201110419;10419;1;2;TOYOTA;2;2006;0;0;1;0;;;;0;200;1;1;3;;2007;;;;;;;;;;;TOYOTA - NON SPECIFIE;2;200;;;;;0;;;;;;;;;;;;
201110420;10420;2;2;PASSAT  VOLKSWAGEN;2;1998;1;0;1;0;;90;180;999999;0;1;2;3;;2000;;;;;;;;;;;VOLKSWAGEN PASSAT;1;;500;;;;0;;;;;;;;;;;;
201110420;10420;2;2;PASSAT VOLKSWAGEN;2;2008;1;0;1;0;;90;150;0;300;1;1;3;;2009;6;;;;;;;;;;VOLKSWAGEN PASSAT;2;300;;;;;0;;;;;;;;;;;;
201110423;10423;5;1;FIAT GRANDE PUNTO;2;2009;1;0;1;0;;10;200;175;0;1;2;3;;2009;;;;;;;;;;;FIAT GRANDE PUNTO;1;;175;;;;0;;;;;;;;;;;;
201110424;10424;6;1;SCENIC RENAULT;1;2003;0;0;1;0;;;;0;65;1;1;3;;2003;;;;;;;;;;;RENAULT SCENIC;1;65;;;;;0;;;;;;;;;;;;
201110425;10425;4;2;RENAULT;2;2007;0;0;1;0;;;;0;400;3;;3;;2007;;;;;;;;;;;RENAULT - NON SPECIFIE;1;400;;;;;0;;;;;;;;;;;;
201110425;10425;4;2;VOLKSWAGEN;2;1986;0;0;1;0;;;;0;0;1;2;2;3;;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110426;10426;1;1;RENAULT SCENIC;2;2009;0;0;1;0;;;;0;0;1;2;3;;2009;12;2;1;1;15000;0;5561;1;9655;24655;RENAULT SCENIC;1;;;5561;24655;9655;0;;;;;;;;;;;;
201110429;10429;1;2;HUNDAY;2;2004;0;0;1;0;;;;0;65;1;1;3;;2005;;;;;;;;;;;HYUNDAI - NON SPECIFIE;1;65;;;;;0;;;;;;;;;;;;
201110429;10429;1;2;RENAULT 21;2;1994;1;0;0;0;;100;200;0;65;1;2;3;;1999;;;;;;;;;;;RENAULT 21;2;65;;;;;0;;;;;;;;;;;;
201110430;10430;6;2;HYNDAI;2;2009;1;0;1;0;;70;200;0;0;1;2;3;;2009;;;;;;;;;;;HYUNDAI - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110430;10430;6;2;PEUGEOT 307;2;2007;1;0;0;0;;90;200;0;120;1;1;3;;2009;;;;;;;;;;;PEUGEOT 307;2;120;;;;;0;;;;;;;;;;;;
201110431;10431;1;1;RENAULT MEGANE;2;1997;1;0;1;0;;50;3000;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT MEGANE;1;;;;;;0;;;;;;;;;;;;
201110434;10434;2;1;PEUGEOT 307SW;2;2007;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 307;1;;;;;;0;;;;;;;;;;;;
201110435;10435;4;2;FORD FIESTA;1;1996;0;0;1;0;;;;0;150;1;1;3;;2007;;;;;;;;;;;FORD FIESTA;1;150;;;;;0;;;;;;;;;;;;
201110435;10435;4;2;MAZDA 323;2;1998;0;1;1;0;90;;;0;50;1;2;3;;2004;;;;;;;;;;;MAZDA - GROUPE;2;50;;;;;0;;;;;;;;;;;;
201110436;10436;2;1;CITROEN;1;2000;1;0;1;0;;0;30;0;0;1;2;3;;2005;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110437;10437;3;1;FORD FIESTA;1;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201110438;10438;4;1;RENAULT SCENIC;1;1998;0;0;1;0;;;;0;0;1;2;3;;1998;;;;;;;;;;;RENAULT SCENIC;1;;;;;;0;;;;;;;;;;;;
201110442;10442;2;3;PEUGEOT 405;1;1991;0;0;1;0;;;;120;62;1;1;3;;1991;;;;;;;;;;;PEUGEOT 405;1;62;120;;;;0;;;;;;;;;;;;
201110442;10442;2;3;RENAULT 19;2;1993;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;RENAULT 19;2;;;;;;0;;;;;;;;;;;;
201110442;10442;2;3;RENAULT SCENIC;2;2001;0;0;0;1;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT SCENIC;3;;;;;;0;;;;;;;;;;;;
201110443;10443;4;2;LAGUNA;1;1999;0;0;1;0;;;;0;0;1;1;3;;1999;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201110443;10443;4;2;MEGANE;2;2010;1;0;1;0;;40;400;0;0;1;1;3;;2011;3;2;2;1;19500;0;1107;3;0;19500;RENAULT MEGANE;2;;;1107;19500;0;0;1;1;19500;1107;;1;;19500;0;;;1107
201110445;10445;1;2;PARTNER PEUGEOT;2;1999;0;0;1;0;;;;0;0;1;2;3;;2006;;;;;;;;;;;PEUGEOT PARTNER;1;;;;;;0;;;;;;;;;;;;
201110445;10445;1;2;XANTIA CITROEN;2;1993;0;0;1;0;;;;200;0;1;2;3;;2004;;;;;;;;;;;CITROEN XANTIA;2;;200;;;;0;;;;;;;;;;;;
201110448;10448;3;1;RENAULT;2;2005;1;0;1;0;;10;180;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110449;10449;1;1;RENAULT SCENIC;2;2001;1;0;1;0;;30;100;0;0;3;;3;;2001;;;;;;;;;;;RENAULT SCENIC;1;;;;;;0;;;;;;;;;;;;
201110450;10450;3;1;RENAULT;1;2007;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110454;10454;4;2;HYUNDAI SANTA FE;2;2007;1;0;1;0;;80;150;0;0;1;1;3;;2010;5;2;2;1;3960;12500;3300;1;2600;18000;HYUNDAI SANTA FE 4X4;1;;;3300;18000;2600;0;1;1;18000;3300;;1;;18000;2600;;;3300
201110454;10454;4;2;JEEP;2;1995;0;0;1;0;;;;0;0;1;2;3;;2009;;;;;;;;;;;JEEP 4X4;2;;;;;;0;;;;;;;;;;;;
201110455;10455;3;2;MERCEDES CLASSE C;2;1995;1;0;1;0;;80;300;0;300;1;1;3;;2007;;;;;;;;;;;MERCEDES CLASSE B;1;300;;;;;0;;;;;;;;;;;;
201110455;10455;3;2;PEUGEOT 307;2;2001;1;0;1;0;;70;250;0;150;1;3;3;;2010;12;2;2;3;0;100;;2;3500;3600;PEUGEOT 307;2;150;;;3600;3500;0;1;;3600;;;1;;3600;3500;;;0
201110457;10457;3;2;OPEL MERIVA;2;2008;1;0;1;0;;60;400;0;0;1;2;3;;2008;;;;;;;;;;;OPEL MERIVA;1;;;;;;0;;;;;;;;;;;;
201110457;10457;3;2;RENAULT CLIO;1;1996;1;0;1;0;;0;130;0;50;1;1;3;;2004;;;;;;;;;;;RENAULT CLIO;2;50;;;;;0;;;;;;;;;;;;
201110458;10458;3;1;RENAULT KANGOO;2;2006;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT KANGOO;1;;;;;;0;;;;;;;;;;;;
201110459;10459;6;1;VW GOLF;2;2008;1;0;1;0;;70;110;0;0;1;1;3;;2008;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;;0;;;;;;;;;;;;
201110462;10462;3;2;AX;1;1999;1;0;0;0;;90;99999;0;100;1;2;3;;2010;11;3;2;3;;;;5;;1500;CITROEN AX;1;100;;;1500;;0;1;;1500;;;1;;1500;0;;;0
201110462;10462;3;2;SCENIC;2;2003;0;0;1;0;;;;1400;0;1;1;3;;2003;;;;;;;;;;;RENAULT SCENIC;2;;1400;;;;0;;;;;;;;;;;;
201110463;10463;1;1;PUNTO;2;2001;1;0;1;0;;25;400;0;0;1;1;3;;2010;7;3;2;3;;;;5;;3000;FIAT PUNTO;1;;;;3000;;0;1;;3000;;;1;;3000;0;;;0
201110465;10465;2;2;2CV;1;1982;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;CITROEN 2CV;1;;;;;;0;;;;;;;;;;;;
201110465;10465;2;2;C3;2;2003;1;0;1;0;;0;0;0;0;1;2;3;;2003;;;;;;;;;;;CITROEN C3;2;;;;;;0;;;;;;;;;;;;
201110469;10469;5;1;POLO VOLKSWAGEN;2;1998;1;0;1;0;;50;380;0;0;1;1;3;;2010;11;3;1;2;3000;1200;0;5;0;4200;VOLKSWAGEN POLO;1;;;;4200;0;0;1;;4200;;1;;4200;;;0;0;
201110473;10473;3;2;CANGOU;2;2003;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;RENAULT KANGOO;1;;;;;;0;;;;;;;;;;;;
201110473;10473;3;2;FORD FIESTA;2;2010;0;0;1;0;;;;0;0;1;2;3;;2010;2;;;;;;;;;;FORD FIESTA;2;;;;;;0;1;;0;;;;;;;;;
201110474;10474;6;1;AUDI A3;2;2010;1;0;1;0;;70;650;0;0;1;1;1;;2010;4;;;;;;;;;;AUDI A3;1;;;;;;0;1;;0;;;;;;;;;
201110475;10475;1;1;PEUGEOT 106;1;1991;1;0;1;0;;75;60;0;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201110476;10476;1;1;PEUGEOT 308;1;2009;0;0;1;0;;;;0;0;1;2;3;;2009;4;;;;;;;;;;PEUGEOT 308;1;;;;;;0;;;;;;;;;;;;
201110477;10477;4;1;RENAULT LAGUNA;1;1989;1;0;1;0;;80;125;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201110479;10479;1;1;CITROEN C3;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;3;2;1;3;;;;3;;15311;CITROEN C3;1;;;;15311;;0;1;;15311;;1;;15311;;;0;0;
201110480;10480;4;3;CITROEN;2;2010;1;1;1;0;0;90;300;0;0;1;2;3;;2011;1;2;2;1;7200;0;906;1;7800;15000;CITROEN - NON SPECIFIE;1;;;906;15000;7800;0;1;1;15000;906;;1;;15000;7800;;;906
201110480;10480;4;3;CITROEN C15;2;1989;1;0;0;0;;100;36;0;70;1;1;3;;2007;;;;;;;;;;;CITROEN C15;2;70;;;;;0;;;;;;;;;;;;
201110480;10480;4;3;RENAULT CLIO;1;1992;1;0;1;0;;60;250;0;0;1;4;3;;2010;11;2;2;3;;;;5;;2000;RENAULT CLIO;3;;;;2000;;0;1;;2000;;;1;;2000;0;;;0
201110486;10486;4;3;205;2;2000;0;0;1;0;;;;300;175;1;2;3;;2004;;;;;;;;;;;PEUGEOT 205;1;175;300;;;;0;;;;;;;;;;;;
201110486;10486;4;3;CLIO;1;2001;0;0;1;0;;;;0;0;1;2;4;;;;;;;;;;;;;RENAULT CLIO;2;;;;;;0;;;;;;;;;;;;
201110486;10486;4;3;TRAFIC;2;2000;0;0;1;0;;;;600;0;1;1;3;;2006;;;;;;;;;;;RENAULT TRAFIC;3;;600;;;;0;;;;;;;;;;;;
201110488;10488;5;2;ALPHA ROMEO;2;2001;1;0;1;0;;30;1000;0;3650;1;1;3;;2011;6;2;2;3;;;;5;;3650;ALFA ROMEO - NON SPECIFIE;1;3650;;;3650;;0;1;;3650;;;1;;3650;0;;;0
201110488;10488;5;2;PEUGEOT 207;2;2008;1;0;1;0;;100;634;0;823;1;2;3;;2011;4;2;2;1;8900;0;820;3;0;8900;PEUGEOT 207;2;823;;820;8900;0;0;1;1;8900;820;;1;;8900;0;;;820
201110489;10489;2;1;MERCEDES CLASSE A;1;2010;1;0;1;0;;75;350;0;0;1;1;3;;2010;7;2;1;3;0;20000;;1;14000;34000;MERCEDES CLASSE A;1;;;;34000;14000;0;1;;34000;;1;;34000;;;14000;0;
201110490;10490;2;1;C8 CITROEN;2;2006;1;0;1;0;;75;400;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN C8;1;;;;;;0;;;;;;;;;;;;
201110491;10491;4;1;PEUGEOT 307;2;2004;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 307;1;;;;;;0;;;;;;;;;;;;
201110492;10492;6;2;LAGUNA 2;2;2002;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201110492;10492;6;2;LAGUNA 3;2;2011;1;0;0;0;;50;325;0;0;1;2;3;;2011;1;2;1;1;10000;12000;3120;1;6000;28000;RENAULT LAGUNA;2;;;3120;28000;6000;0;1;1;28000;3120;1;;28000;;;6000;3120;
201110494;10494;4;2;PEUGEOT;1;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110494;10494;4;2;PEUGEOT 207;1;2007;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;PEUGEOT 207;2;;;;;;0;;;;;;;;;;;;
201110495;10495;2;1;XARA;1;2000;0;0;1;0;;;;1050;0;1;1;3;;2000;;;;;;;;;;;CITROEN XSARA;1;;1050;;;;0;;;;;;;;;;;;
201110496;10496;4;2;C3 CITROEN;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201110496;10496;4;2;XANTYA CITROEN;2;1995;0;0;1;0;;;;300;0;1;2;3;;1995;;;;;;;;;;;CITROEN XANTIA;2;;300;;;;0;;;;;;;;;;;;
201110498;10498;4;2;CITROEN PICASSO;2;2002;1;1;1;0;60;60;99999;0;0;1;2;3;;2002;;;;;;;;;;;CITROEN PICASSO;1;;;;;;0;;;;;;;;;;;;
